Game_ID, Player_ID, Player_Plus/Minus
87d1574f478f37d13789284b96b4f6cb,928d7057f3a2b03d6e1574c5a55d0a54,+19
87d1574f478f37d13789284b96b4f6cb,249de90677348e56e1f8c68e67edd04f,+1
87d1574f478f37d13789284b96b4f6cb,74830bfa36f9e2005b3b6beb635e80f5,+1
87d1574f478f37d13789284b96b4f6cb,2a3cecf791ee8e19a105d8ff8a3296ef,+3
87d1574f478f37d13789284b96b4f6cb,4121c3bfb44f9d3a3151b212f31e7e04,+31
87d1574f478f37d13789284b96b4f6cb,2f47647508381809be04b091b6ca7784,+9
87d1574f478f37d13789284b96b4f6cb,317a4d61e1dd679f93b3628f3e35e0d0,+4
87d1574f478f37d13789284b96b4f6cb,9b85cb9662c0d65b722d77aea12f3f13,-10
87d1574f478f37d13789284b96b4f6cb,978f65d65974dcaaea595daaa1b35a2a,+6
87d1574f478f37d13789284b96b4f6cb,5e6c9c4441186264607c60fcc533574c,+7
87d1574f478f37d13789284b96b4f6cb,90329ef6783257720e881642b13afcf1,+29
87d1574f478f37d13789284b96b4f6cb,5cfae6b3803440cb1d87ceead6aad4eb,+15
87d1574f478f37d13789284b96b4f6cb,2d9594e4d250679e7a3383ad5ccd2f44,-12
87d1574f478f37d13789284b96b4f6cb,1362d9ad805e7cc4ea3a9467c91142d6,-3
87d1574f478f37d13789284b96b4f6cb,8669ba66385e8896db72f69bf95d7ca9,-8
87d1574f478f37d13789284b96b4f6cb,b2fada91a0c8a0f400623c425286ae2e,-32
87d1574f478f37d13789284b96b4f6cb,5234e98b6206eb09c43f8cf19ae9d6ef,-12
87d1574f478f37d13789284b96b4f6cb,6bf40f9c2b640febc71d1393fb24d894,-7
87d1574f478f37d13789284b96b4f6cb,cec898a1d355dbfbad8c760615fde1af,-8
87d1574f478f37d13789284b96b4f6cb,a99f44bbff39e352191a870e17f04537,-15
87d1574f478f37d13789284b96b4f6cb,2b313e2bcef0268bc8e9415132ba9997,-20
87d1574f478f37d13789284b96b4f6cb,f1b33b117f9ae58f140d9581c329452a,+4
87d1574f478f37d13789284b96b4f6cb,881f83d2dee3f18c7d1751659406144e,+9
87d1574f478f37d13789284b96b4f6cb,314c71574689f752c17b83cd6a4d770e,-11
06bb1d31c63891e2580ff12e4e6505b4,394e78a51b6d2fd3c046f11f49fcab57,-33
06bb1d31c63891e2580ff12e4e6505b4,646b0273682c1592a938bbfb21332ded,-35
06bb1d31c63891e2580ff12e4e6505b4,1a8dfc8c85278dd28ed7985e40fc6018,-36
06bb1d31c63891e2580ff12e4e6505b4,d8e4f0fd2e836518e681c99a3f9e4411,-35
06bb1d31c63891e2580ff12e4e6505b4,1a48480fc3370082483f158f10948bba,-37
06bb1d31c63891e2580ff12e4e6505b4,3056d865481cd5919672eb92e1f8b53f,-10
06bb1d31c63891e2580ff12e4e6505b4,1c73194e0fa711701298e4a27b046bab,-12
06bb1d31c63891e2580ff12e4e6505b4,1532445b96ca1edd411bfae064b189bb,-10
06bb1d31c63891e2580ff12e4e6505b4,85b8db431f11d51d5def87fc58229be4,-9
06bb1d31c63891e2580ff12e4e6505b4,762b12c3cb57fad4b882040b3293fa31,-8
06bb1d31c63891e2580ff12e4e6505b4,9f0ee42268a2542d7fd028fe79184286,+34
06bb1d31c63891e2580ff12e4e6505b4,9d4117dd37b6a8592a711ef940b82de4,+29
06bb1d31c63891e2580ff12e4e6505b4,1cd0599b37f77c2be76a2c6df23d1ba8,+43
06bb1d31c63891e2580ff12e4e6505b4,adcd53acc9f5585db4c510745b2bac89,+29
06bb1d31c63891e2580ff12e4e6505b4,eaa6c5d9e964e04fa05b4db476fb46f0,+36
06bb1d31c63891e2580ff12e4e6505b4,b098111d3935607a714ddc7d4b057a1b,+7
06bb1d31c63891e2580ff12e4e6505b4,f285f13f0c036a88bd85535e47e88aef,+8
06bb1d31c63891e2580ff12e4e6505b4,28ce9a11a56397b259299fdd9710dab5,+16
06bb1d31c63891e2580ff12e4e6505b4,58f273dbbf002f0ec411fc247e07dd0a,+23
e3ca2e93a38f7497b6f476c86f5b2136,e6d3fc584789b9b914791ec969a8d5a4,0
e3ca2e93a38f7497b6f476c86f5b2136,b73aad6e3aa709f60c19344e876acc10,+3
e3ca2e93a38f7497b6f476c86f5b2136,1f2bef6aac30136c2f03004656efa3c0,-5
e3ca2e93a38f7497b6f476c86f5b2136,ab1aaee5e4a6d0121e58866080be4ca8,-2
e3ca2e93a38f7497b6f476c86f5b2136,67871d34cda8ae6037909c357510928c,-2
e3ca2e93a38f7497b6f476c86f5b2136,43a74f78a8e39c7fb0ad193fb24f52ba,+8
e3ca2e93a38f7497b6f476c86f5b2136,e688b1a601a44fb2ac79c58bf6c89e8b,+7
e3ca2e93a38f7497b6f476c86f5b2136,387d067091bd3a9264576ddb74759f5f,+56
e3ca2e93a38f7497b6f476c86f5b2136,17651fd844ca9177694e0fe8e13ade03,+53
e3ca2e93a38f7497b6f476c86f5b2136,f5f1164263044fc2ee91242daa221045,+48
e3ca2e93a38f7497b6f476c86f5b2136,2b8bdfc64f41d1adefabcf7e0667a618,+45
e3ca2e93a38f7497b6f476c86f5b2136,5fe2b12999c5b4a17dba17cb76b0cfbc,+44
e3ca2e93a38f7497b6f476c86f5b2136,dd5c21b550fa5e029f561a830763acbc,-1
e3ca2e93a38f7497b6f476c86f5b2136,603daefb2fa321f3abab289805fdcc25,0
e3ca2e93a38f7497b6f476c86f5b2136,8bb18fb1d0cc10c985afa823ecec6d18,-2
e3ca2e93a38f7497b6f476c86f5b2136,52c2b7c1bc3d4104de29f896fc644871,0
e3ca2e93a38f7497b6f476c86f5b2136,60b5f9f68ccbbf7ba3fa13a2189e2775,-44
e3ca2e93a38f7497b6f476c86f5b2136,5ff25817b04f08b02c9781970f1234c6,-55
e3ca2e93a38f7497b6f476c86f5b2136,307beab25b1021a548b4a47550bc4b25,-43
e3ca2e93a38f7497b6f476c86f5b2136,a60cb266e26f960c075b6694022baae6,+4
e3ca2e93a38f7497b6f476c86f5b2136,57bbd7e30bc694aeee9ee40c583e6811,-51
e3ca2e93a38f7497b6f476c86f5b2136,c00264c3114d23bac482e9de50fb7d28,-63
7fad2269ee0d11ae5069ff23ecb25913,100cf64c65b01e459c9fdda0f8b75061,-16
7fad2269ee0d11ae5069ff23ecb25913,0b9f9787580f7ca0dbba7a0eb39b1c4d,-30
7fad2269ee0d11ae5069ff23ecb25913,64b5b3b574055d3d0e71c4c9b5f48498,-16
7fad2269ee0d11ae5069ff23ecb25913,fa5ca757de7c6c5ec97900bcabbc146e,-21
7fad2269ee0d11ae5069ff23ecb25913,02c4c706481eedebb00f53520176f60e,-16
7fad2269ee0d11ae5069ff23ecb25913,3d6fa00462bffd51ce5cf6612ec9026a,-28
7fad2269ee0d11ae5069ff23ecb25913,5b82a306c99fa6afb74114ad40c19c94,-33
7fad2269ee0d11ae5069ff23ecb25913,7f4090b5116c7fb52170667f3a30d2c6,+11
7fad2269ee0d11ae5069ff23ecb25913,d5f8cba7dd4e0eaf23240e6eb5540d92,+15
7fad2269ee0d11ae5069ff23ecb25913,1661bd9c6b04cf1cc9aa15decef3c294,+2
7fad2269ee0d11ae5069ff23ecb25913,8ac430587c75579c9d99eba78169afdc,-3
7fad2269ee0d11ae5069ff23ecb25913,601a72cc4a6a409c9463e1a59a01fa29,+10
7fad2269ee0d11ae5069ff23ecb25913,f666125388be8d19b945f07d44610948,+28
7fad2269ee0d11ae5069ff23ecb25913,f186747d3ece1e28b37719c9da06d18f,+34
7fad2269ee0d11ae5069ff23ecb25913,a1b3d414dba333bb2413b054b8460c07,+23
7fad2269ee0d11ae5069ff23ecb25913,6601540cadf11d946589194c685da2bf,+25
7fad2269ee0d11ae5069ff23ecb25913,0b0922346df190dd8f900c44c1fae592,+18
7fad2269ee0d11ae5069ff23ecb25913,6bd1756435a0433f9e007e173c78a407,-3
03a31e84b194d6c8a2eab5d70ba67acf,e688b1a601a44fb2ac79c58bf6c89e8b,-18
03a31e84b194d6c8a2eab5d70ba67acf,387d067091bd3a9264576ddb74759f5f,-6
03a31e84b194d6c8a2eab5d70ba67acf,2b8bdfc64f41d1adefabcf7e0667a618,0
03a31e84b194d6c8a2eab5d70ba67acf,5fe2b12999c5b4a17dba17cb76b0cfbc,-2
03a31e84b194d6c8a2eab5d70ba67acf,17651fd844ca9177694e0fe8e13ade03,-5
03a31e84b194d6c8a2eab5d70ba67acf,43a74f78a8e39c7fb0ad193fb24f52ba,-20
03a31e84b194d6c8a2eab5d70ba67acf,257b19b06545dcb0a4eb3a01d7952eed,-15
03a31e84b194d6c8a2eab5d70ba67acf,e6d3fc584789b9b914791ec969a8d5a4,-16
03a31e84b194d6c8a2eab5d70ba67acf,f5f1164263044fc2ee91242daa221045,+12
03a31e84b194d6c8a2eab5d70ba67acf,84a4a3c70c57b7d570baca43b5423ba3,+9
03a31e84b194d6c8a2eab5d70ba67acf,7438349cba4a3154e331f38cfbb2dd5e,+23
03a31e84b194d6c8a2eab5d70ba67acf,1e76e7a4a5b6d17e67172710d86b6b51,+5
03a31e84b194d6c8a2eab5d70ba67acf,81e57235a0f7d2ad49e275ae41070094,+5
03a31e84b194d6c8a2eab5d70ba67acf,d1af6080bd4b6a794ba3595dab2b1fb8,+5
03a31e84b194d6c8a2eab5d70ba67acf,952cb62f00fbb58407f3a7cd89c3a7bf,-10
03a31e84b194d6c8a2eab5d70ba67acf,1376b4800e5b2d50ce35a57827eadcfc,+10
03a31e84b194d6c8a2eab5d70ba67acf,6b08fc64c8d282c36e800d28eb278027,+16
03a31e84b194d6c8a2eab5d70ba67acf,b248b1d9caa41a3562d67584c1a0b399,+18
03a31e84b194d6c8a2eab5d70ba67acf,e2d5a38e5f826708c89f2f728eade916,+9
03a31e84b194d6c8a2eab5d70ba67acf,71cd93e320cd2da78733d23dae3274a0,-6
03a31e84b194d6c8a2eab5d70ba67acf,8bea2707e7bf04c8a3d8188b87d92c0e,-14
d0c6985ffc5f03ba09393699467a580a,54585b803d43739f9a55ac96da873fbf,+4
d0c6985ffc5f03ba09393699467a580a,825e2645d764579a9917c71844043eba,+3
d0c6985ffc5f03ba09393699467a580a,ea16528886a6058e0d8133e78bec598e,+6
d0c6985ffc5f03ba09393699467a580a,cbd8848dea8700073ef1dbb218821339,+1
d0c6985ffc5f03ba09393699467a580a,25f9b9aedb2a8c72079ebd39a3ff4c8c,-1
d0c6985ffc5f03ba09393699467a580a,a41e691698563706342ff5eca9e22bf1,-8
d0c6985ffc5f03ba09393699467a580a,30ffeac1e06740482da5c4f0dd3454ad,-8
d0c6985ffc5f03ba09393699467a580a,f974c6b5a65a034a866cd58014d6fbe3,-3
d0c6985ffc5f03ba09393699467a580a,0d4f00ab57bedad897a0aecf8dfa692f,-9
d0c6985ffc5f03ba09393699467a580a,c17f6e6b83ccc768962046f1af1372a5,+9
d0c6985ffc5f03ba09393699467a580a,c6e0c30c8c02b0706682ec89eb6fc565,0
d0c6985ffc5f03ba09393699467a580a,07695ef9feebc6ba02831f0f3c22662a,0
d0c6985ffc5f03ba09393699467a580a,0a4bdcb73ac21ffeb164386d44212f45,+11
d0c6985ffc5f03ba09393699467a580a,0a7bab1764e8696f355e018c6fd0e8b7,+6
d0c6985ffc5f03ba09393699467a580a,7d2101502c53723c2aaf2a8e5f150d97,-7
d0c6985ffc5f03ba09393699467a580a,377f464a91323a8e2c5486ce2cb4c153,0
d0c6985ffc5f03ba09393699467a580a,068cc724c0bdf4a9fc56d2eb2d88fb0f,0
d0c6985ffc5f03ba09393699467a580a,008c7fb331f92d216799d21a9104231a,+6
d0c6985ffc5f03ba09393699467a580a,479986fc12b02040302f3d2b2a903e53,-10
dd4d15aab3b091546f9bf65b7f562f26,7ad27aab65cc1ce38a8720efe685e24f,-12
dd4d15aab3b091546f9bf65b7f562f26,34c349ba8477c94eb0a7545b439c9bd3,+2
dd4d15aab3b091546f9bf65b7f562f26,fe1871734c4c4601acf113acb94da1b7,-6
dd4d15aab3b091546f9bf65b7f562f26,417afba21d2c399474c48fa0d4993de2,-6
dd4d15aab3b091546f9bf65b7f562f26,6de0ac647d194bdcfc0854c7ad51c44e,-8
dd4d15aab3b091546f9bf65b7f562f26,676ca52cf152e1691e774f02d61f6e35,-7
dd4d15aab3b091546f9bf65b7f562f26,36b6d1374b888ef311eb59e4b7368f78,+7
dd4d15aab3b091546f9bf65b7f562f26,de8c14a823090b1f97fbb15ce28fd078,+1
dd4d15aab3b091546f9bf65b7f562f26,46f88362b82eee93adfda97ce7caa4ab,+1
dd4d15aab3b091546f9bf65b7f562f26,8fdab3e3f9022d0fadca93e4cd59cddc,+3
dd4d15aab3b091546f9bf65b7f562f26,6e21954485044405e05c6384c99d23e3,+4
dd4d15aab3b091546f9bf65b7f562f26,2eeada608e233557df90216a902fbc98,-6
dd4d15aab3b091546f9bf65b7f562f26,7fece8953398ce9739a0d9bfc7b4a0e6,+4
dd4d15aab3b091546f9bf65b7f562f26,285f819d294e245977e8bf12b2be4765,+6
dd4d15aab3b091546f9bf65b7f562f26,66b04e3d18df11c48839db5bd1597c02,+13
dd4d15aab3b091546f9bf65b7f562f26,efccee5aa58785e3778eb8d773dfa791,+1
dd4d15aab3b091546f9bf65b7f562f26,3b532bdaf4b8e53a39e49771a8339720,-7
dd4d15aab3b091546f9bf65b7f562f26,f8e9b9ba10fcf68af334471084df15c9,+8
dd4d15aab3b091546f9bf65b7f562f26,2f1ef4c0eab0128f3a2622ddf85cf201,-3
dd4d15aab3b091546f9bf65b7f562f26,83944f9dd3038c23ba3bfedebce2519e,+3
dd4d15aab3b091546f9bf65b7f562f26,54393360fa8811223b580041b2792de8,+2
1eab6189ad9ab246c197575a8c4eebe5,79af15b6a2238e81cd52b99490ed2709,0
1eab6189ad9ab246c197575a8c4eebe5,93130c3cfa0d9d9a7635a085c3be99a1,-2
1eab6189ad9ab246c197575a8c4eebe5,abbf4d36fe2ae588a1d096b0a88aa0c9,-10
1eab6189ad9ab246c197575a8c4eebe5,770d24797fbad8f1bddd585ef8297e2b,+12
1eab6189ad9ab246c197575a8c4eebe5,cc6c4b67ac08f33590e75e9474122fc4,-8
1eab6189ad9ab246c197575a8c4eebe5,3f67235a5607746cc215eee5dd447a5e,+18
1eab6189ad9ab246c197575a8c4eebe5,b02d6090eb1155aab0614815c9f9ad73,+21
1eab6189ad9ab246c197575a8c4eebe5,6284f9ad059fd7910f24ab69df891760,+24
1eab6189ad9ab246c197575a8c4eebe5,501e22e48df13d5a5b2b85a08c6d2ca9,+21
1eab6189ad9ab246c197575a8c4eebe5,66c69301f757e48e6b780927b5a55e11,-3
1eab6189ad9ab246c197575a8c4eebe5,3cc886aecaeb231f093c5bdded29d2dd,+2
1eab6189ad9ab246c197575a8c4eebe5,58a634d96007527e1989120fe42d1072,-17
1eab6189ad9ab246c197575a8c4eebe5,d29058993b5746d37d0fd5348c5018e2,-2
1eab6189ad9ab246c197575a8c4eebe5,0b0dfe077fd547134c4b631cc7008465,-3
1eab6189ad9ab246c197575a8c4eebe5,fcca0a6b42249d73d83db4651c1c1c91,-7
1eab6189ad9ab246c197575a8c4eebe5,c5a353e301078ea1cb4e8bc8fede12e9,-14
1eab6189ad9ab246c197575a8c4eebe5,7c1c2ad6f3088c952dffd0335bb3af9b,-5
1eab6189ad9ab246c197575a8c4eebe5,3637dae74ec0bcaa39275df5ef7bea71,-26
1eab6189ad9ab246c197575a8c4eebe5,d60757b977513c3d88aad57e520cd3f3,-2
1eab6189ad9ab246c197575a8c4eebe5,cc770adb9f49dec34c5f80808fdfd418,+13
1eab6189ad9ab246c197575a8c4eebe5,9205d55e83f96be2290f1e8849e9f062,-12
e26fa57f2c5e83edc21e3f97b55cbecd,6336b73a02925ee68f635cdf2a5101f1,-12
e26fa57f2c5e83edc21e3f97b55cbecd,e8f08c4244cbc01674a2c6f7c10117ae,-4
e26fa57f2c5e83edc21e3f97b55cbecd,ba5861d8e221e712fc92aebfe00a4782,-1
e26fa57f2c5e83edc21e3f97b55cbecd,74f677b5efa87503eead993dfa30ca27,-4
e26fa57f2c5e83edc21e3f97b55cbecd,9e0ccb212abed9880097869dbfb903c5,+5
e26fa57f2c5e83edc21e3f97b55cbecd,881f83d2dee3f18c7d1751659406144e,-22
e26fa57f2c5e83edc21e3f97b55cbecd,83ec3271b8078785b0055a1f7817068f,+1
e26fa57f2c5e83edc21e3f97b55cbecd,73be785a9fbca2eff767fbce1c398d66,-2
e26fa57f2c5e83edc21e3f97b55cbecd,dcb6b241fcbbd838bc3437c8e1fc4ccb,+2
e26fa57f2c5e83edc21e3f97b55cbecd,7e0fe3d0e532a5786e2eec9b5d1bedc6,-18
e26fa57f2c5e83edc21e3f97b55cbecd,646b0273682c1592a938bbfb21332ded,+7
e26fa57f2c5e83edc21e3f97b55cbecd,e211885d70d20be63797249090882c53,+3
e26fa57f2c5e83edc21e3f97b55cbecd,394e78a51b6d2fd3c046f11f49fcab57,+17
e26fa57f2c5e83edc21e3f97b55cbecd,1532445b96ca1edd411bfae064b189bb,+7
e26fa57f2c5e83edc21e3f97b55cbecd,85b8db431f11d51d5def87fc58229be4,+11
e26fa57f2c5e83edc21e3f97b55cbecd,762b12c3cb57fad4b882040b3293fa31,+14
e26fa57f2c5e83edc21e3f97b55cbecd,1c73194e0fa711701298e4a27b046bab,+4
e26fa57f2c5e83edc21e3f97b55cbecd,1a8dfc8c85278dd28ed7985e40fc6018,-8
e26fa57f2c5e83edc21e3f97b55cbecd,d8e4f0fd2e836518e681c99a3f9e4411,0
cc638bdf25316add638154b45434aebd,4f4e47023263931e1445dc97f7dae941,-8
cc638bdf25316add638154b45434aebd,f4e77e1d9313c8f7274d0ca3ef38ed3d,-7
cc638bdf25316add638154b45434aebd,bc6bc2e33f8e12c3632ba3cbf67200d1,-13
cc638bdf25316add638154b45434aebd,ac0e388f8e54b5a360b572302b933639,+3
cc638bdf25316add638154b45434aebd,f79a2b5e6190ac3c534645e806f1b611,-8
cc638bdf25316add638154b45434aebd,c4072556336827a70c8a0298bc658b5b,+2
cc638bdf25316add638154b45434aebd,45e7a758a91a254ff04756562e740f2d,0
cc638bdf25316add638154b45434aebd,be9b1397bcb9fb9104edd23670988cda,+4
cc638bdf25316add638154b45434aebd,7afc3cf0c2557f13e927da9ab03725dc,-3
cc638bdf25316add638154b45434aebd,021dabc5d7a1404ec8ad34fe8ca4b5e3,-6
cc638bdf25316add638154b45434aebd,5779f715384a05dc9cea4ddf21ab564c,+6
cc638bdf25316add638154b45434aebd,c721802743c4dd0a6d0fbdc0ccb8d196,-4
cc638bdf25316add638154b45434aebd,a99f44bbff39e352191a870e17f04537,+18
cc638bdf25316add638154b45434aebd,2db991f86a08c6e83cf5d916da7b16d7,+27
cc638bdf25316add638154b45434aebd,6bf40f9c2b640febc71d1393fb24d894,+34
cc638bdf25316add638154b45434aebd,091e956c671f029caa455f13ef42c4c2,+10
cc638bdf25316add638154b45434aebd,2b313e2bcef0268bc8e9415132ba9997,-5
cc638bdf25316add638154b45434aebd,5234e98b6206eb09c43f8cf19ae9d6ef,-30
cc638bdf25316add638154b45434aebd,011ffbd69cd25a2324c720b64f31712a,-17
cc638bdf25316add638154b45434aebd,1362d9ad805e7cc4ea3a9467c91142d6,-3
b2abcb6a29ed3d99db98084c96638bff,fd3a01d2c35cb46d49e9b2fe6fefea69,0
b2abcb6a29ed3d99db98084c96638bff,fd8b5b53146b42edda07a15e27051bca,-10
b2abcb6a29ed3d99db98084c96638bff,677378538fa929f6c5568cafa2914c83,-6
b2abcb6a29ed3d99db98084c96638bff,5806209d46068008b4ccafa90dca6469,-3
b2abcb6a29ed3d99db98084c96638bff,c73b83c931b184e173ceb68b5ec6b66d,-2
b2abcb6a29ed3d99db98084c96638bff,23d30ea674e3a1374d4ea788452ad6bb,-3
b2abcb6a29ed3d99db98084c96638bff,27dad82447628aaa7e5a3ade0259bda7,-15
b2abcb6a29ed3d99db98084c96638bff,1f8e6e61eb13aa30f5384a7e6716ec19,-19
b2abcb6a29ed3d99db98084c96638bff,056755eee40e0ae3ce0cebd5b9053a3c,-17
b2abcb6a29ed3d99db98084c96638bff,7ed981d8ac6a49c95a4387973bd1ba42,-9
b2abcb6a29ed3d99db98084c96638bff,c014e84aa77975fc1c2744e6b9f3270e,-16
b2abcb6a29ed3d99db98084c96638bff,8628c4223c91b8f171a7f25e9bbd866b,-3
b2abcb6a29ed3d99db98084c96638bff,ed343691d2b2712df2037aa5c1a0f9ab,-7
b2abcb6a29ed3d99db98084c96638bff,321fe275d1d66f05c5014fd97e870834,+15
b2abcb6a29ed3d99db98084c96638bff,b88215f941a479097d996e4e6136d3d5,+1
b2abcb6a29ed3d99db98084c96638bff,b1ae0bb44250b8cd2e080de545a6cd1b,+5
b2abcb6a29ed3d99db98084c96638bff,d7f2b465bbe159ecb83cb95d120df260,+13
b2abcb6a29ed3d99db98084c96638bff,b67e5a2e593be71fe871d7d511f0ab55,+6
b2abcb6a29ed3d99db98084c96638bff,f74cedcf99a3aabc222398db7499bac1,+8
b2abcb6a29ed3d99db98084c96638bff,78b2c63af827b482d7e3ffa096f4fbd2,+7
b2abcb6a29ed3d99db98084c96638bff,e5e2fb66fc3e8ee0edf076e60d343031,+4
b2abcb6a29ed3d99db98084c96638bff,110efe8a264188c41b74dca2c1211247,+8
b2abcb6a29ed3d99db98084c96638bff,17c5b4a9be5e0fa567d3d38ca65e4005,+14
b2abcb6a29ed3d99db98084c96638bff,6de0ac647d194bdcfc0854c7ad51c44e,+17
b2abcb6a29ed3d99db98084c96638bff,33f469a601417bebf0be722241d131e6,+12
dadcdbe527d9d72f8b0907796f7559cb,4121c3bfb44f9d3a3151b212f31e7e04,-4
dadcdbe527d9d72f8b0907796f7559cb,ffaf641f9379f76a57f15bab1e788e6d,-1
dadcdbe527d9d72f8b0907796f7559cb,24724aa699e58a03806f85980aa6e7c0,-1
dadcdbe527d9d72f8b0907796f7559cb,928d7057f3a2b03d6e1574c5a55d0a54,-1
dadcdbe527d9d72f8b0907796f7559cb,b2ba11f9de4921e8eee910b7c9d5404f,+4
dadcdbe527d9d72f8b0907796f7559cb,5cfae6b3803440cb1d87ceead6aad4eb,+17
dadcdbe527d9d72f8b0907796f7559cb,2f47647508381809be04b091b6ca7784,+10
dadcdbe527d9d72f8b0907796f7559cb,317a4d61e1dd679f93b3628f3e35e0d0,+16
dadcdbe527d9d72f8b0907796f7559cb,978f65d65974dcaaea595daaa1b35a2a,+23
dadcdbe527d9d72f8b0907796f7559cb,74830bfa36f9e2005b3b6beb635e80f5,+4
dadcdbe527d9d72f8b0907796f7559cb,249de90677348e56e1f8c68e67edd04f,-2
dadcdbe527d9d72f8b0907796f7559cb,92dcab554aa5587162253437a4e485c6,+14
dadcdbe527d9d72f8b0907796f7559cb,5e6c9c4441186264607c60fcc533574c,-14
dadcdbe527d9d72f8b0907796f7559cb,efccee5aa58785e3778eb8d773dfa791,-7
dadcdbe527d9d72f8b0907796f7559cb,54393360fa8811223b580041b2792de8,-3
dadcdbe527d9d72f8b0907796f7559cb,875a3f8821cc8b53f87e446230015c62,-6
dadcdbe527d9d72f8b0907796f7559cb,377f464a91323a8e2c5486ce2cb4c153,-15
dadcdbe527d9d72f8b0907796f7559cb,d39fd16f0b287a447787404fedf12983,-19
dadcdbe527d9d72f8b0907796f7559cb,2eeada608e233557df90216a902fbc98,-4
dadcdbe527d9d72f8b0907796f7559cb,83944f9dd3038c23ba3bfedebce2519e,-2
dadcdbe527d9d72f8b0907796f7559cb,f8e9b9ba10fcf68af334471084df15c9,-11
dadcdbe527d9d72f8b0907796f7559cb,3b532bdaf4b8e53a39e49771a8339720,+2
c18a10de1375b1f12aa17ef6cc540102,1e76e7a4a5b6d17e67172710d86b6b51,-23
c18a10de1375b1f12aa17ef6cc540102,7438349cba4a3154e331f38cfbb2dd5e,-6
c18a10de1375b1f12aa17ef6cc540102,d2a15fd08b7e2fce833c736710c3fd5e,-6
c18a10de1375b1f12aa17ef6cc540102,00d19f69501c09d98507b48ceff105e6,-6
c18a10de1375b1f12aa17ef6cc540102,84a4a3c70c57b7d570baca43b5423ba3,-3
c18a10de1375b1f12aa17ef6cc540102,71cd93e320cd2da78733d23dae3274a0,+13
c18a10de1375b1f12aa17ef6cc540102,d1af6080bd4b6a794ba3595dab2b1fb8,-12
c18a10de1375b1f12aa17ef6cc540102,1376b4800e5b2d50ce35a57827eadcfc,+18
c18a10de1375b1f12aa17ef6cc540102,b248b1d9caa41a3562d67584c1a0b399,-15
c18a10de1375b1f12aa17ef6cc540102,8bea2707e7bf04c8a3d8188b87d92c0e,+6
c18a10de1375b1f12aa17ef6cc540102,e2d5a38e5f826708c89f2f728eade916,+18
c18a10de1375b1f12aa17ef6cc540102,6b08fc64c8d282c36e800d28eb278027,-4
c18a10de1375b1f12aa17ef6cc540102,952cb62f00fbb58407f3a7cd89c3a7bf,+20
c18a10de1375b1f12aa17ef6cc540102,38165bacb00c27108cc23681972ee9ab,-2
c18a10de1375b1f12aa17ef6cc540102,38f5dec297d58ecae62c8a9549004520,+6
c18a10de1375b1f12aa17ef6cc540102,14629670f976c0320bd2085956d073e1,+6
c18a10de1375b1f12aa17ef6cc540102,4b095e823bb1b4857a50d41a511930d4,-4
